sample_name	library	platform	sample	type	recall	precision	f1_Score
ILM_Nova_GAC_LCL7_1_20171025	PCR	ILM_Nova	LCL7	INDEL	0.927922	0.950889	0.939265
ILM_Nova_GAC_LCL7_1_20171025	PCR	ILM_Nova	LCL7	INDEL	0.949696	0.942966	0.946319
ILM_Nova_GAC_LCL7_1_20171025	PCR	ILM_Nova	LCL7	SNV	0.996593	0.995762	0.996177
ILM_Nova_GAC_LCL8_1_20171025	PCR	ILM_Nova	LCL8	INDEL	0.916152	0.943193	0.929476
ILM_Nova_GAC_LCL8_1_20171025	PCR	ILM_Nova	LCL8	INDEL	0.940853	0.934	0.937414
ILM_Nova_GAC_LCL8_1_20171025	PCR	ILM_Nova	LCL8	SNV	0.995473	0.994671	0.995072
ILM_Nova_NVG_LCL5_1_20171024	PCR	ILM_Nova	LCL5	INDEL	0.907648	0.948564	0.927655
ILM_Nova_NVG_LCL5_1_20171024	PCR	ILM_Nova	LCL5	INDEL	0.954783	0.952801	0.953791
ILM_Nova_NVG_LCL5_1_20171024	PCR	ILM_Nova	LCL5	SNV	0.996442	0.996057	0.99625
ILM_Nova_NVG_LCL6_1_20171024	PCR	ILM_Nova	LCL6	INDEL	0.919315	0.951369	0.935067
ILM_Nova_NVG_LCL6_1_20171024	PCR	ILM_Nova	LCL6	INDEL	0.960095	0.953633	0.956853
ILM_Nova_NVG_LCL6_1_20171024	PCR	ILM_Nova	LCL6	SNV	0.997076	0.996081	0.996578
ILM_Nova_NVG_LCL7_1_20171024	PCR	ILM_Nova	LCL7	INDEL	0.927436	0.951	0.93907
ILM_Nova_NVG_LCL7_1_20171024	PCR	ILM_Nova	LCL7	INDEL	0.948643	0.942411	0.945517
ILM_Nova_NVG_LCL7_1_20171024	PCR	ILM_Nova	LCL7	SNV	0.996792	0.995832	0.996312
ILM_Nova_NVG_LCL8_1_20171024	PCR	ILM_Nova	LCL8	INDEL	0.928339	0.951074	0.939569
ILM_Nova_NVG_LCL8_1_20171024	PCR	ILM_Nova	LCL8	INDEL	0.948482	0.942903	0.945684
ILM_Nova_NVG_LCL8_1_20171024	PCR	ILM_Nova	LCL8	SNV	0.996987	0.996048	0.996518
ILM_Nova_WUX_LCL5_1_20171024	PCR	ILM_Nova	LCL5	INDEL	0.956556	0.97102	0.963734
ILM_Nova_WUX_LCL5_1_20171024	PCR	ILM_Nova	LCL5	INDEL	0.980094	0.976579	0.978333
ILM_Nova_WUX_LCL5_1_20171024	PCR	ILM_Nova	LCL5	SNV	0.997884	0.996436	0.997159
ILM_Nova_WUX_LCL5_1_20190902	PCR	ILM_Nova	LCL5	INDEL	0.974694	0.978178	0.976433
ILM_Nova_WUX_LCL5_1_20190902	PCR	ILM_Nova	LCL5	SNV	0.998073	0.997115	0.997594
ILM_Nova_WUX_LCL5_2_20190902	PCR	ILM_Nova	LCL5	INDEL	0.970643	0.97655	0.973588
ILM_Nova_WUX_LCL5_2_20190902	PCR	ILM_Nova	LCL5	SNV	0.997895	0.997082	0.997488
ILM_Nova_WUX_LCL5_3_20190902	PCR	ILM_Nova	LCL5	INDEL	0.96173	0.97349	0.967574
ILM_Nova_WUX_LCL5_3_20190902	PCR	ILM_Nova	LCL5	SNV	0.99709	0.997073	0.997082
ILM_Nova_WUX_LCL6_1_20171024	PCR	ILM_Nova	LCL6	INDEL	0.959361	0.971586	0.965434
ILM_Nova_WUX_LCL6_1_20171024	PCR	ILM_Nova	LCL6	INDEL	0.981142	0.976676	0.978904
ILM_Nova_WUX_LCL6_1_20171024	PCR	ILM_Nova	LCL6	SNV	0.997952	0.996426	0.997188
ILM_Nova_WUX_LCL6_1_20190902	PCR	ILM_Nova	LCL6	INDEL	0.928239	0.941369	0.934758
ILM_Nova_WUX_LCL6_1_20190902	PCR	ILM_Nova	LCL6	SNV	0.974777	0.971374	0.973073
ILM_Nova_WUX_LCL6_2_20190902	PCR	ILM_Nova	LCL6	INDEL	0.938073	0.94501	0.941528
ILM_Nova_WUX_LCL6_2_20190902	PCR	ILM_Nova	LCL6	SNV	0.97614	0.971335	0.973731
ILM_Nova_WUX_LCL6_3_20190902	PCR	ILM_Nova	LCL6	INDEL	0.943095	0.945686	0.944389
ILM_Nova_WUX_LCL6_3_20190902	PCR	ILM_Nova	LCL6	SNV	0.976181	0.970449	0.973306
ILM_Nova_WUX_LCL7_1_20171024	PCR	ILM_Nova	LCL7	INDEL	0.954249	0.968972	0.961554
ILM_Nova_WUX_LCL7_1_20171024	PCR	ILM_Nova	LCL7	INDEL	0.969314	0.969084	0.969199
ILM_Nova_WUX_LCL7_1_20171024	PCR	ILM_Nova	LCL7	SNV	0.997278	0.996133	0.996705
ILM_Nova_WUX_LCL7_1_20190902	PCR	ILM_Nova	LCL7	INDEL	0.911181	0.926034	0.918547
ILM_Nova_WUX_LCL7_1_20190902	PCR	ILM_Nova	LCL7	SNV	0.963665	0.9585	0.961076
ILM_Nova_WUX_LCL7_2_20190902	PCR	ILM_Nova	LCL7	INDEL	0.920131	0.928294	0.924194
ILM_Nova_WUX_LCL7_2_20190902	PCR	ILM_Nova	LCL7	SNV	0.965454	0.959076	0.962255
ILM_Nova_WUX_LCL7_3_20190902	PCR	ILM_Nova	LCL7	INDEL	0.91776	0.928143	0.922922
ILM_Nova_WUX_LCL7_3_20190902	PCR	ILM_Nova	LCL7	SNV	0.964749	0.958218	0.961472
ILM_Nova_WUX_LCL8_1_20171024	PCR	ILM_Nova	LCL8	INDEL	0.947956	0.966159	0.956971
ILM_Nova_WUX_LCL8_1_20171024	PCR	ILM_Nova	LCL8	INDEL	0.965276	0.9669	0.966087
ILM_Nova_WUX_LCL8_1_20171024	PCR	ILM_Nova	LCL8	SNV	0.997024	0.996248	0.996636
ILM_Nova_WUX_LCL8_1_20190902	PCR	ILM_Nova	LCL8	INDEL	0.967533	0.974311	0.970911
ILM_Nova_WUX_LCL8_1_20190902	PCR	ILM_Nova	LCL8	SNV	0.997554	0.996974	0.997264
ILM_Nova_WUX_LCL8_2_20190902	PCR	ILM_Nova	LCL8	INDEL	0.96518	0.973749	0.969446
ILM_Nova_WUX_LCL8_2_20190902	PCR	ILM_Nova	LCL8	SNV	0.997442	0.997035	0.997239
ILM_Nova_WUX_LCL8_3_20190902	PCR	ILM_Nova	LCL8	INDEL	0.967753	0.974722	0.971225
ILM_Nova_WUX_LCL8_3_20190902	PCR	ILM_Nova	LCL8	SNV	0.997526	0.997022	0.997274
ILM_XTen_ARD_LCL5_1_20170403	PCR	ILM_XTen	LCL5	INDEL	0.932557	0.960485	0.946315
ILM_XTen_ARD_LCL5_1_20170403	PCR	ILM_XTen	LCL5	SNV	0.995436	0.996753	0.996094
ILM_XTen_ARD_LCL5_2_20170403	PCR	ILM_XTen	LCL5	INDEL	0.933323	0.959425	0.946194
ILM_XTen_ARD_LCL5_2_20170403	PCR	ILM_XTen	LCL5	SNV	0.994865	0.996619	0.995741
ILM_XTen_ARD_LCL5_3_20170403	PCR	ILM_XTen	LCL5	INDEL	0.931082	0.958939	0.944805
ILM_XTen_ARD_LCL5_3_20170403	PCR	ILM_XTen	LCL5	SNV	0.994845	0.996679	0.995761
ILM_XTen_ARD_LCL6_1_20170403	PCR	ILM_XTen	LCL6	INDEL	0.92994	0.958952	0.944224
ILM_XTen_ARD_LCL6_1_20170403	PCR	ILM_XTen	LCL6	SNV	0.995227	0.996674	0.99595
ILM_XTen_ARD_LCL6_2_20170403	PCR	ILM_XTen	LCL6	INDEL	0.933033	0.95964	0.946149
ILM_XTen_ARD_LCL6_2_20170403	PCR	ILM_XTen	LCL6	SNV	0.994876	0.996655	0.995765
ILM_XTen_ARD_LCL6_3_20170403	PCR	ILM_XTen	LCL6	INDEL	0.933126	0.959605	0.94618
ILM_XTen_ARD_LCL6_3_20170403	PCR	ILM_XTen	LCL6	SNV	0.994994	0.9967	0.995846
ILM_XTen_ARD_LCL7_1_20170403	PCR	ILM_XTen	LCL7	INDEL	0.930528	0.956969	0.943563
ILM_XTen_ARD_LCL7_1_20170403	PCR	ILM_XTen	LCL7	SNV	0.994516	0.996115	0.995315
ILM_XTen_ARD_LCL7_2_20170403	PCR	ILM_XTen	LCL7	INDEL	0.935069	0.958656	0.946716
ILM_XTen_ARD_LCL7_2_20170403	PCR	ILM_XTen	LCL7	SNV	0.994213	0.996131	0.995171
ILM_XTen_ARD_LCL7_3_20170403	PCR	ILM_XTen	LCL7	INDEL	0.933161	0.957804	0.945322
ILM_XTen_ARD_LCL7_3_20170403	PCR	ILM_XTen	LCL7	SNV	0.994315	0.996285	0.995299
ILM_XTen_ARD_LCL8_1_20170403	PCR	ILM_XTen	LCL8	INDEL	0.927076	0.956242	0.941434
ILM_XTen_ARD_LCL8_1_20170403	PCR	ILM_XTen	LCL8	SNV	0.994673	0.996455	0.995563
ILM_XTen_ARD_LCL8_2_20170403	PCR	ILM_XTen	LCL8	INDEL	0.933299	0.957941	0.945459
ILM_XTen_ARD_LCL8_2_20170403	PCR	ILM_XTen	LCL8	SNV	0.994876	0.996455	0.995665
ILM_XTen_ARD_LCL8_3_20170403	PCR	ILM_XTen	LCL8	INDEL	0.930531	0.956716	0.943442
ILM_XTen_ARD_LCL8_3_20170403	PCR	ILM_XTen	LCL8	SNV	0.994443	0.996407	0.995424
ILM_XTen_NVG_LCL5_1_20170329	PCR	ILM_XTen	LCL5	INDEL	0.913836	0.949105	0.931137
ILM_XTen_NVG_LCL5_1_20170329	PCR	ILM_XTen	LCL5	SNV	0.995109	0.996604	0.995856
ILM_XTen_NVG_LCL5_2_20170329	PCR	ILM_XTen	LCL5	INDEL	0.915237	0.950057	0.932322
ILM_XTen_NVG_LCL5_2_20170329	PCR	ILM_XTen	LCL5	SNV	0.995226	0.996604	0.995914
ILM_XTen_NVG_LCL5_3_20170329	PCR	ILM_XTen	LCL5	INDEL	0.916909	0.951512	0.93389
ILM_XTen_NVG_LCL5_3_20170329	PCR	ILM_XTen	LCL5	SNV	0.995469	0.996667	0.996068
ILM_XTen_NVG_LCL6_1_20170329	PCR	ILM_XTen	LCL6	INDEL	0.920936	0.952278	0.936345
ILM_XTen_NVG_LCL6_1_20170329	PCR	ILM_XTen	LCL6	SNV	0.995663	0.99661	0.996136
ILM_XTen_NVG_LCL6_2_20170329	PCR	ILM_XTen	LCL6	INDEL	0.924053	0.954488	0.939024
ILM_XTen_NVG_LCL6_2_20170329	PCR	ILM_XTen	LCL6	SNV	0.995798	0.996706	0.996252
ILM_XTen_NVG_LCL6_3_20170329	PCR	ILM_XTen	LCL6	INDEL	0.930165	0.956649	0.943221
ILM_XTen_NVG_LCL6_3_20170329	PCR	ILM_XTen	LCL6	SNV	0.996356	0.996717	0.996536
ILM_XTen_NVG_LCL7_1_20170329	PCR	ILM_XTen	LCL7	INDEL	0.92321	0.952072	0.937419
ILM_XTen_NVG_LCL7_1_20170329	PCR	ILM_XTen	LCL7	SNV	0.995156	0.996252	0.995703
ILM_XTen_NVG_LCL7_2_20170329	PCR	ILM_XTen	LCL7	INDEL	0.918508	0.950735	0.934343
ILM_XTen_NVG_LCL7_2_20170329	PCR	ILM_XTen	LCL7	SNV	0.994542	0.996138	0.995339
ILM_XTen_NVG_LCL7_3_20170329	PCR	ILM_XTen	LCL7	INDEL	0.917239	0.949188	0.93294
ILM_XTen_NVG_LCL7_3_20170329	PCR	ILM_XTen	LCL7	SNV	0.994524	0.996055	0.995289
ILM_XTen_NVG_LCL8_1_20170329	PCR	ILM_XTen	LCL8	INDEL	0.920065	0.951163	0.935355
ILM_XTen_NVG_LCL8_1_20170329	PCR	ILM_XTen	LCL8	SNV	0.99488	0.996447	0.995663
ILM_XTen_NVG_LCL8_2_20170329	PCR	ILM_XTen	LCL8	INDEL	0.932832	0.949955	0.941316
ILM_XTen_NVG_LCL8_2_20170329	PCR	ILM_XTen	LCL8	SNV	0.996291	0.988465	0.992362
ILM_XTen_NVG_LCL8_3_20170329	PCR	ILM_XTen	LCL8	INDEL	0.917909	0.948047	0.932735
ILM_XTen_NVG_LCL8_3_20170329	PCR	ILM_XTen	LCL8	SNV	0.994991	0.996164	0.995577
ILM_XTen_WUX_LCL5_1_20170216	PCR	ILM_XTen	LCL5	INDEL	0.966567	0.975135	0.970832
ILM_XTen_WUX_LCL5_1_20170216	PCR	ILM_XTen	LCL5	SNV	0.997906	0.997052	0.997479
ILM_XTen_WUX_LCL5_2_20170216	PCR	ILM_XTen	LCL5	INDEL	0.970436	0.976548	0.973482
ILM_XTen_WUX_LCL5_2_20170216	PCR	ILM_XTen	LCL5	SNV	0.998137	0.99707	0.997603
ILM_XTen_WUX_LCL5_3_20170216	PCR	ILM_XTen	LCL5	INDEL	0.964348	0.97427	0.969284
ILM_XTen_WUX_LCL5_3_20170216	PCR	ILM_XTen	LCL5	SNV	0.997747	0.997073	0.99741
ILM_XTen_WUX_LCL5_4_20180703	PCR	ILM_XTen	LCL5	INDEL	0.97576	0.977919	0.976839
ILM_XTen_WUX_LCL5_4_20180703	PCR	ILM_XTen	LCL5	INDEL	0.987815	0.979329	0.983554
ILM_XTen_WUX_LCL5_4_20180703	PCR	ILM_XTen	LCL5	SNV	0.998614	0.996813	0.997713
ILM_XTen_WUX_LCL5_5_20180703	PCR	ILM_XTen	LCL5	INDEL	0.978408	0.979004	0.978706
ILM_XTen_WUX_LCL5_5_20180703	PCR	ILM_XTen	LCL5	INDEL	0.988349	0.979318	0.983813
ILM_XTen_WUX_LCL5_5_20180703	PCR	ILM_XTen	LCL5	SNV	0.998657	0.996737	0.997696
ILM_XTen_WUX_LCL5_6_20180703	PCR	ILM_XTen	LCL5	INDEL	0.967914	0.974766	0.971328
ILM_XTen_WUX_LCL5_6_20180703	PCR	ILM_XTen	LCL5	INDEL	0.985149	0.978229	0.981677
ILM_XTen_WUX_LCL5_6_20180703	PCR	ILM_XTen	LCL5	SNV	0.998355	0.996738	0.997546
ILM_XTen_WUX_LCL6_1_20170216	PCR	ILM_XTen	LCL6	INDEL	0.956913	0.971682	0.964241
ILM_XTen_WUX_LCL6_1_20170216	PCR	ILM_XTen	LCL6	SNV	0.997161	0.996983	0.997072
ILM_XTen_WUX_LCL6_2_20170216	PCR	ILM_XTen	LCL6	INDEL	0.953392	0.970365	0.961804
ILM_XTen_WUX_LCL6_2_20170216	PCR	ILM_XTen	LCL6	SNV	0.996938	0.997	0.996969
ILM_XTen_WUX_LCL6_3_20170216	PCR	ILM_XTen	LCL6	INDEL	0.966552	0.974845	0.970681
ILM_XTen_WUX_LCL6_3_20170216	PCR	ILM_XTen	LCL6	SNV	0.997826	0.996972	0.997399
ILM_XTen_WUX_LCL6_4_20180703	PCR	ILM_XTen	LCL6	INDEL	0.970905	0.975449	0.973171
ILM_XTen_WUX_LCL6_4_20180703	PCR	ILM_XTen	LCL6	INDEL	0.986164	0.978374	0.982254
ILM_XTen_WUX_LCL6_4_20180703	PCR	ILM_XTen	LCL6	SNV	0.998487	0.996711	0.997598
ILM_XTen_WUX_LCL6_5_20180703	PCR	ILM_XTen	LCL6	INDEL	0.962845	0.972444	0.96762
ILM_XTen_WUX_LCL6_5_20180703	PCR	ILM_XTen	LCL6	INDEL	0.980428	0.975928	0.978173
ILM_XTen_WUX_LCL6_5_20180703	PCR	ILM_XTen	LCL6	SNV	0.997858	0.996513	0.997185
ILM_XTen_WUX_LCL6_6_20180703	PCR	ILM_XTen	LCL6	INDEL	0.982573	0.979609	0.981089
ILM_XTen_WUX_LCL6_6_20180703	PCR	ILM_XTen	LCL6	INDEL	0.989186	0.979008	0.984071
ILM_XTen_WUX_LCL6_6_20180703	PCR	ILM_XTen	LCL6	SNV	0.99871	0.996574	0.997641
ILM_XTen_WUX_LCL7_1_20170216	PCR	ILM_XTen	LCL7	INDEL	0.959354	0.971163	0.965222
ILM_XTen_WUX_LCL7_1_20170216	PCR	ILM_XTen	LCL7	SNV	0.996803	0.996668	0.996736
ILM_XTen_WUX_LCL7_2_20170216	PCR	ILM_XTen	LCL7	INDEL	0.963406	0.972774	0.968067
ILM_XTen_WUX_LCL7_2_20170216	PCR	ILM_XTen	LCL7	SNV	0.997206	0.996558	0.996882
ILM_XTen_WUX_LCL7_3_20170216	PCR	ILM_XTen	LCL7	INDEL	0.960561	0.971538	0.966018
ILM_XTen_WUX_LCL7_3_20170216	PCR	ILM_XTen	LCL7	SNV	0.996834	0.996497	0.996665
ILM_XTen_WUX_LCL7_4_20180703	PCR	ILM_XTen	LCL7	INDEL	0.964356	0.97209	0.968208
ILM_XTen_WUX_LCL7_4_20180703	PCR	ILM_XTen	LCL7	INDEL	0.980007	0.974391	0.977191
ILM_XTen_WUX_LCL7_4_20180703	PCR	ILM_XTen	LCL7	SNV	0.997768	0.996416	0.997092
ILM_XTen_WUX_LCL7_5_20180703	PCR	ILM_XTen	LCL7	INDEL	0.982085	0.979641	0.980862
ILM_XTen_WUX_LCL7_5_20180703	PCR	ILM_XTen	LCL7	INDEL	0.98809	0.978224	0.983132
ILM_XTen_WUX_LCL7_5_20180703	PCR	ILM_XTen	LCL7	SNV	0.998656	0.996617	0.997635
ILM_XTen_WUX_LCL7_6_20180703	PCR	ILM_XTen	LCL7	INDEL	0.979477	0.977495	0.978485
ILM_XTen_WUX_LCL7_6_20180703	PCR	ILM_XTen	LCL7	INDEL	0.986975	0.976869	0.981896
ILM_XTen_WUX_LCL7_6_20180703	PCR	ILM_XTen	LCL7	SNV	0.998558	0.996531	0.997543
ILM_XTen_WUX_LCL8_1_20170216	PCR	ILM_XTen	LCL8	INDEL	0.967262	0.973798	0.970519
ILM_XTen_WUX_LCL8_1_20170216	PCR	ILM_XTen	LCL8	SNV	0.997673	0.996791	0.997232
ILM_XTen_WUX_LCL8_2_20170216	PCR	ILM_XTen	LCL8	INDEL	0.963154	0.972417	0.967763
ILM_XTen_WUX_LCL8_2_20170216	PCR	ILM_XTen	LCL8	SNV	0.997323	0.996843	0.997083
ILM_XTen_WUX_LCL8_3_20170216	PCR	ILM_XTen	LCL8	INDEL	0.96565	0.973422	0.96952
ILM_XTen_WUX_LCL8_3_20170216	PCR	ILM_XTen	LCL8	SNV	0.997476	0.996834	0.997155
ILM_XTen_WUX_LCL8_4_20180703	PCR	ILM_XTen	LCL8	INDEL	0.967493	0.972856	0.970167
ILM_XTen_WUX_LCL8_4_20180703	PCR	ILM_XTen	LCL8	INDEL	0.983793	0.974892	0.979322
ILM_XTen_WUX_LCL8_4_20180703	PCR	ILM_XTen	LCL8	SNV	0.998365	0.996616	0.99749
ILM_XTen_WUX_LCL8_5_20180703	PCR	ILM_XTen	LCL8	INDEL	0.983272	0.979249	0.981256
ILM_XTen_WUX_LCL8_5_20180703	PCR	ILM_XTen	LCL8	INDEL	0.988132	0.977803	0.98294
ILM_XTen_WUX_LCL8_5_20180703	PCR	ILM_XTen	LCL8	SNV	0.998709	0.996639	0.997673
ILM_XTen_WUX_LCL8_6_20180703	PCR	ILM_XTen	LCL8	INDEL	0.980543	0.977165	0.978851
ILM_XTen_WUX_LCL8_6_20180703	PCR	ILM_XTen	LCL8	INDEL	0.987807	0.976393	0.982067
ILM_XTen_WUX_LCL8_6_20180703	PCR	ILM_XTen	LCL8	SNV	0.998673	0.996487	0.997579
MGI_T7RS_MingMa_LCL5_1_20200906	PCR-free	BGI_SEQT7	LCL5	INDEL	0.978787	0.982318	0.980549
MGI_T7RS_MingMa_LCL5_1_20200906	PCR-free	BGI_SEQT7	LCL5	SNV	0.996678	0.996486	0.996582
MGI_T7RS_MingMa_LCL6_1_20200906	PCR-free	BGI_SEQT7	LCL6	INDEL	0.977923	0.982109	0.980012
MGI_T7RS_MingMa_LCL6_1_20200906	PCR-free	BGI_SEQT7	LCL6	SNV	0.996562	0.996496	0.996529
MGI_T7RS_MingMa_LCL7_1_20200906	PCR-free	BGI_SEQT7	LCL7	INDEL	0.976422	0.980275	0.978345
MGI_T7RS_MingMa_LCL7_1_20200906	PCR-free	BGI_SEQT7	LCL7	SNV	0.99631	0.996106	0.996208
MGI_T7RS_MingMa_LCL8_1_20200906	PCR-free	BGI_SEQT7	LCL8	INDEL	0.972016	0.979147	0.975568
MGI_T7RS_MingMa_LCL8_1_20200906	PCR-free	BGI_SEQT7	LCL8	SNV	0.995979	0.99636	0.996169
MGI_T7RS_WeGene_LCL5_1_20200830	PCR-free	BGI_SEQT7	LCL5	INDEL	0.961793	0.98181	0.971698
MGI_T7RS_WeGene_LCL5_1_20200830	PCR-free	BGI_SEQT7	LCL5	SNV	0.995898	0.996746	0.996322
MGI_T7RS_WeGene_LCL6_1_20200830	PCR-free	BGI_SEQT7	LCL6	INDEL	0.958433	0.981126	0.969647
MGI_T7RS_WeGene_LCL6_1_20200830	PCR-free	BGI_SEQT7	LCL6	SNV	0.995314	0.996608	0.995961
MGI_T7RS_WeGene_LCL7_1_20200830	PCR-free	BGI_SEQT7	LCL7	INDEL	0.956918	0.979393	0.968025
MGI_T7RS_WeGene_LCL7_1_20200830	PCR-free	BGI_SEQT7	LCL7	SNV	0.995572	0.996522	0.996047
MGI_T7RS_WeGene_LCL8_1_20200830	PCR-free	BGI_SEQT7	LCL8	INDEL	0.951414	0.978191	0.964617
MGI_T7RS_WeGene_LCL8_1_20200830	PCR-free	BGI_SEQT7	LCL8	SNV	0.994971	0.99653	0.99575
