seq	sample	group	batch	snv_D5-precision	snv_D5-recall	snv_D6-precision	snv_D6-recall	snv_F7-precision	snv_F7-recall	snv_M8-precision	snv_M8-recall	snv_mendelian	indel_D5-precision	indel_D5-recall	indel_D6-precision	indel_D6-recall	indel_F7-precision	indel_F7-recall	indel_M8-precision	indel_M8-recall	indel_mendelian
WES	114091-2	PCR	114091	0.9948999999999999	0.9948999999999999	0.9940000000000001	0.9933	0.9945	0.9940000000000001	0.9943000000000001	0.9939	0.974145718	0.9315000000000001	0.9673	0.9389	0.9652	0.9256	0.9639	0.9237000000000001	0.9715	0.874146341
WES	114091-3	PCR	114091	0.9915	0.9943000000000001	0.9952	0.9943000000000001	0.9945999999999999	0.9941	0.9937	0.9940000000000001	0.972349369	0.9414	0.9795999999999999	0.9412999999999999	0.9754999999999999	0.9317	0.9723999999999999	0.9346	0.9736	0.880157171
WES	114132-1	PCR	114132	0.9941	0.9859	0.9943000000000001	0.9863	0.9939	0.9853000000000001	0.9939	0.9849	0.969830377	0.9059999999999999	0.9545999999999999	0.8887	0.9523999999999999	0.9065000000000001	0.948	0.9204000000000001	0.9504	0.861024033
WES	114132-2	PCR	114132	0.9943000000000001	0.9864	0.9944	0.9859	0.9945	0.9862000000000001	0.9939	0.9848	0.968393129	0.9185	0.9637	0.9037999999999999	0.9523999999999999	0.9157	0.9621999999999999	0.9027	0.9481999999999999	0.860824742
WES	114132-3	PCR	114132	0.9942	0.9862000000000001	0.9945	0.9865999999999999	0.9934999999999999	0.9845	0.9932	0.9843999999999999	0.970425139	0.8884000000000001	0.9501000000000001	0.9	0.9523999999999999	0.9029	0.9527	0.9172	0.9595	0.877615063
WES	114139-1	PCR	114139	0.9932	0.9973000000000001	0.9926	0.9978	0.9929000000000001	0.9971	0.9921	0.9972	0.97968781	0.9039	0.9414	0.9046	0.9445999999999999	0.8956999999999999	0.9364	0.8981999999999999	0.9427	0.855076018
WES	114139-2	PCR	114139	0.9934999999999999	0.9974	0.9931	0.9976999999999999	0.9926	0.997	0.9924	0.997	0.979951478	0.902	0.9457	0.8993000000000001	0.9414	0.8937999999999999	0.9396	0.8925	0.9351999999999999	0.848959608
WES	114139-3	PCR	114139	0.9928	0.9974	0.9928	0.9968	0.9869	0.9919	0.9925	0.9974	0.979393056	0.8948	0.9409000000000001	0.8929	0.935	0.8832	0.9247	0.8883	0.9337000000000001	0.848344693
WES	114278-1	PCR	114278	0.9917	0.9956	0.9899	0.9945	0.9901000000000001	0.9944	0.9904999999999999	0.9956	0.976527068	0.8901	0.9297	0.8869	0.9243000000000001	0.8785	0.922	0.8828	0.9240999999999999	0.817603912
WES	114278-2	PCR	114278	0.9923000000000001	0.9971	0.9922	0.9973000000000001	0.9892	0.9939	0.9924	0.9968	0.975374024	0.8929	0.935	0.9004000000000001	0.9377	0.8839	0.9274	0.8844	0.9337000000000001	0.853219927
WES	114278-3	PCR	114278	0.9929000000000001	0.9972	0.9925	0.9974	0.9876999999999999	0.9921	0.9926999999999999	0.997	0.978232496	0.8946999999999999	0.9345	0.8937	0.9377	0.8776	0.9247	0.89	0.9326000000000001	0.845080764
WES	114492-1	PCR	114492	0.9756999999999999	0.9592	0.9759	0.9606	0.975	0.9541	0.9749	0.9528	0.910399338	0.8414	0.8104	0.8384	0.8170999999999999	0.8359000000000001	0.8015000000000001	0.8354	0.8014	0.684477963
WES	114492-2	PCR	114492	0.9756	0.9584	0.9759	0.9609000000000001	0.9759	0.9569	0.9747	0.9472	0.906879396	0.8382	0.8067	0.8428	0.8220000000000001	0.8473	0.8204	0.8461	0.7775	0.671226289
WES	114492-3	PCR	114492	0.9745999999999999	0.9547	0.975	0.9568000000000001	0.9749	0.9520000000000001	0.9753000000000001	0.9520000000000001	0.905774754	0.8348	0.7881999999999999	0.8406999999999999	0.8007	0.8358	0.7942	0.8467	0.7981999999999999	0.657995163
WES	114521-1	PCR	114521	0.9915	0.9732999999999999	0.9911	0.9686	0.9926	0.9786	0.9918	0.9765	0.944049809	0.9028	0.8744	0.9051	0.8598	0.9045000000000001	0.8870999999999999	0.8975	0.8740000000000001	0.703625275
WES	114521-2	PCR	114521	0.9914000000000001	0.9682	0.9921	0.9737	0.9911	0.9723999999999999	0.9921	0.9734999999999999	0.943337829	0.9017000000000001	0.8579000000000001	0.9018999999999999	0.8737999999999999	0.893	0.8637999999999999	0.902	0.8692	0.704945337
WES	114521-3	PCR	114521	0.9915	0.9717	0.9914000000000001	0.9740000000000001	0.9908	0.9702	0.9919	0.9743	0.944477775	0.9037999999999999	0.8689	0.9039	0.8758	0.8970999999999999	0.8556999999999999	0.8948	0.8656999999999999	0.708413451
WES	114656-1	PCR	114656	0.9943000000000001	0.9962000000000001	0.9944	0.9961	0.9942	0.9961	0.9947	0.9968	0.984689627	0.8684999999999999	0.9306	0.8647	0.9299	0.86	0.9261	0.8615	0.9270999999999999	0.82445431
WES	114656-2	PCR	114656	0.9947	0.9962000000000001	0.9944	0.9958	0.9945	0.9962000000000001	0.9948	0.996	0.984410234	0.8645	0.9303	0.8645	0.9306	0.858	0.9255	0.8554999999999999	0.9259999999999999	0.824055237
WES	114656-3	PCR	114656	0.9948999999999999	0.9962000000000001	0.9943000000000001	0.9961	0.9937	0.9956999999999999	0.995	0.9965999999999999	0.984350259	0.8653	0.9269	0.8659	0.9309999999999999	0.8547	0.9246	0.8584999999999999	0.9248999999999999	0.805608511
WES	114659-1	PCR	114659	0.9865	0.99	0.9865999999999999	0.9899	0.9854999999999999	0.9897	0.9853000000000001	0.9884999999999999	0.949451829	0.8868	0.9451999999999999	0.8952	0.9476	0.9013	0.9442	0.8881999999999999	0.9444	0.828468468
WES	114659-2	PCR	114659	0.9864	0.9895	0.9864	0.99	0.9859	0.99	0.9851000000000001	0.9887999999999999	0.948473329	0.8876000000000001	0.9403	0.8937	0.946	0.8914	0.9409000000000001	0.8867	0.9419	0.814377682
WES	114659-3	PCR	114659	0.9868000000000001	0.9899	0.9858	0.9895999999999999	0.986	0.9898	0.9854	0.9883	0.950292327	0.8933	0.9493	0.8822	0.9403	0.8865000000000001	0.9393	0.8876000000000001	0.9444	0.818796725
WES	114669-1	PCR	114669	0.9581000000000001	0.9852	0.9625	0.9854999999999999	0.9592	0.9852	0.9671	0.9852	0.958283267	0.4014	0.9120999999999999	0.43060000000000004	0.9305	0.4105	0.9066	0.4561	0.8881999999999999	0.86029067
WES	114669-2	PCR	114669	0.965	0.9861	0.9588	0.9832	0.9640000000000001	0.9856	0.9719	0.9856	0.957571437	0.446	0.9284	0.3943	0.9059	0.4267	0.9002	0.5428999999999999	0.9187000000000001	0.854489164
WES	114669-3	PCR	114669	0.9655	0.9845999999999999	0.9682	0.9865	0.9706	0.9849	0.9711	0.9878	0.960165048	0.4561	0.9059	0.4765	0.9079999999999999	0.5172	0.9193000000000001	0.5113	0.9146	0.860682819
WES	114677-1	PCR	114677	0.996	0.995	0.9958	0.9942	0.9961	0.9951000000000001	0.9964	0.9948999999999999	0.982158414	0.8998	0.9466	0.8967	0.9440000000000001	0.8902	0.9415	0.8969	0.9434	0.826212766
WES	114677-2	PCR	114677	0.9959	0.9948	0.9962000000000001	0.9952	0.996	0.9952	0.9961	0.9952	0.981961055	0.9009	0.9462999999999999	0.8998	0.9466	0.8916	0.9418000000000001	0.8967	0.9440999999999999	0.826109042
WES	114677-3	PCR	114677	0.9956999999999999	0.9948	0.996	0.9948	0.9959	0.9948	0.996	0.9948999999999999	0.981138577	0.9031999999999999	0.9493	0.9018999999999999	0.9495999999999999	0.8896999999999999	0.9392	0.8895000000000001	0.9381999999999999	0.822655049
WES	114679-1	PCR	114679	0.9772	0.9678	0.9771	0.9702	0.9773000000000001	0.97	0.9782	0.9688	0.912014275	0.8534	0.8759999999999999	0.8501000000000001	0.8784000000000001	0.8493999999999999	0.8787	0.8528	0.875	0.736668472
WES	114679-2	PCR	114679	0.9773000000000001	0.9689	0.9762000000000001	0.9703	0.9773000000000001	0.9671	0.978	0.9695999999999999	0.912444945	0.8551000000000001	0.8776999999999999	0.8476	0.8784000000000001	0.8498	0.8668	0.8554999999999999	0.8767	0.735262224
WES	114679-3	PCR	114679	0.9775	0.9695	0.9772	0.9682999999999999	0.9776	0.9682999999999999	0.9778	0.9701000000000001	0.91141841	0.8573999999999999	0.8798999999999999	0.8405	0.8692	0.8523000000000001	0.87	0.8551000000000001	0.8779	0.73616724
WES	114822-1	PCR	114822	0.9942	0.9912000000000001	0.993	0.9915	0.9945999999999999	0.9906	0.9932	0.9903	0.956363129	0.9571	0.9473999999999999	0.9549	0.9427	0.9573999999999999	0.9433	0.9484	0.9297	0.846098526
WES	114822-2	PCR	114822	0.9940000000000001	0.9913	0.9936	0.9903	0.9934000000000001	0.9906	0.9939	0.991	0.956341826	0.9601000000000001	0.9406	0.9605	0.9358	0.9454	0.9345	0.9493	0.9337000000000001	0.842692585
WES	114822-3	PCR	114822	0.9948999999999999	0.9914000000000001	0.9945999999999999	0.9913	0.9947	0.9904999999999999	0.9945	0.992	0.958112149	0.9520000000000001	0.9365000000000001	0.9623	0.9468000000000001	0.953	0.9454	0.9520000000000001	0.9351	0.846733668
WES	114885-1	PCR	114885	0.9942	0.9914000000000001	0.9948	0.9915	0.9951000000000001	0.9914000000000001	0.9951000000000001	0.9918	0.965717917932	0.9172	0.9279999999999999	0.9251	0.9273	0.9234	0.9335	0.9179999999999999	0.9242	0.790025922726
WES	114885-2	PCR	114885	0.9944	0.9923000000000001	0.9941	0.9912000000000001	0.9951000000000001	0.9906	0.9945999999999999	0.9915999999999999	0.967354851491	0.9186	0.9262999999999999	0.9189	0.9243000000000001	0.922	0.9298000000000001	0.9229	0.9233	0.781168589505
WES	114885-3	PCR	114885	0.995	0.9926999999999999	0.9951000000000001	0.9917	0.9948999999999999	0.9904999999999999	0.9951000000000001	0.9929000000000001	0.968101960562	0.9279000000000001	0.9348000000000001	0.9192	0.9258	0.9201999999999999	0.9231999999999999	0.9217	0.9343	0.794964028777
WES	114945-1	PCR	114945	0.9869	0.9895	0.9876	0.9899	0.9868000000000001	0.9895999999999999	0.9862000000000001	0.9884000000000001	0.949403388	0.855	0.9272	0.8656	0.9337000000000001	0.8599	0.9319	0.8728	0.9355	0.817370409
WES	114945-2	PCR	114945	0.9882	0.99	0.9883	0.9903	0.9871	0.9889	0.9858	0.9882	0.942942144	0.8709	0.9394	0.8687999999999999	0.9386	0.8782	0.9359999999999999	0.8613	0.9362999999999999	0.808561644
WES	114945-3	PCR	114945	0.9854999999999999	0.99	0.9867	0.9898	0.988	0.9901000000000001	0.9867	0.9895	0.944078073	0.8623999999999999	0.9386	0.8651000000000001	0.9345	0.8652	0.9311	0.8664000000000001	0.9362999999999999	0.818024862
WES	119130-1	PCR	119130	0.9933	0.9944	0.9934000000000001	0.9945999999999999	0.9940000000000001	0.9944	0.9933	0.9936	0.95844368	0.8944	0.9501000000000001	0.8865000000000001	0.9359999999999999	0.9017000000000001	0.9531999999999999	0.8870999999999999	0.9361	0.776436031
WES	119130-2	PCR	119130	0.9934000000000001	0.9939	0.9926	0.9941	0.9934000000000001	0.9943000000000001	0.9917	0.9937999999999999	0.9583612	0.8865000000000001	0.9431	0.8801000000000001	0.9415	0.8649	0.9325	0.8869	0.9292	0.765816496
WES	119130-3	PCR	119130	0.9931	0.9940000000000001	0.9922	0.9934000000000001	0.9934000000000001	0.9948	0.9926999999999999	0.9945	0.957044418	0.8732	0.9368000000000001	0.879	0.9423	0.8853	0.9412999999999999	0.8970999999999999	0.9406	0.764413519
WES	121286-1	PCR	121286	0.9948	0.9929000000000001	0.9940000000000001	0.9913	0.9942	0.9917	0.9945	0.9925	0.964361287	0.9447	0.9398000000000001	0.9376000000000001	0.9349	0.9416	0.9349	0.9414	0.9328	0.817637627
WES	121286-2	PCR	121286	0.9948999999999999	0.9931	0.9943000000000001	0.9924	0.9933	0.9887999999999999	0.9947	0.9921	0.964917059	0.946	0.9433	0.9388	0.9331999999999999	0.9369	0.9189	0.9377	0.9336	0.813888889
WES	121286-3	PCR	121286	0.995	0.9925	0.9945999999999999	0.9931	0.9947	0.9937	0.9948	0.9928	0.964917059	0.9439	0.9357	0.9396	0.9406	0.9387000000000001	0.9384	0.9423	0.9344	0.813888889
WES	121381-1	PCR	121381	0.9964	0.9952	0.9956999999999999	0.9958	0.9964	0.9972	0.9954999999999999	0.9968	0.979249407	0.9579000000000001	0.9628	0.9527	0.9605	0.956	0.9712999999999999	0.9564	0.9595999999999999	0.883661249
WES	121381-2	PCR	121381	0.9952	0.9965999999999999	0.9961	0.9961	0.9963	0.9973000000000001	0.995	0.9967	0.979560379	0.9537	0.9659	0.9639	0.9667	0.9488	0.9712999999999999	0.9526	0.9556999999999999	0.878684323
WES	121381-3	PCR	121381	0.9965	0.9954999999999999	0.9954000000000001	0.9963	0.9958	0.9968	0.9954000000000001	0.9963	0.976289582	0.9601999999999999	0.9667	0.958	0.9659	0.9521	0.9658	0.9526	0.9573	0.873465933
WES	121406-1	PCR	121406	0.9982	0.9982	0.998	0.9982	0.9979	0.9975	0.9984999999999999	0.998	0.980822099	0.9959	0.9959	0.9918	0.9959	0.992	0.996	0.9918	1.0	0.941422594
WES	121406-2	PCR	121406	0.9979	0.998	0.9978	0.9984999999999999	0.9979	0.9978	0.9984999999999999	0.9981	0.98148884	0.9918	1.0	0.9918	0.9959	0.9841	0.992	0.9878	1.0	0.939457203
WES	121406-3	PCR	121406	0.9983	0.9984999999999999	0.998	0.9981	0.9981	0.9975	0.9984000000000001	0.9984999999999999	0.982029983	0.9918	0.9959	0.9959	1.0	0.988	0.992	0.9878	1.0	0.941544885
WES	121411-1	PCR	121411	0.9934000000000001	0.9981	0.9945	0.9983	0.9956	0.9978	0.9956999999999999	0.9983	0.977580055	0.8894	0.9478	0.8879	0.943	0.8896999999999999	0.9364	0.8815999999999999	0.9362999999999999	0.826385599
WES	121411-2	PCR	121411	0.9952	0.9975	0.9943000000000001	0.9981	0.9956999999999999	0.9976999999999999	0.9956999999999999	0.9978	0.978919515	0.8841	0.9387000000000001	0.8842	0.9376000000000001	0.8776999999999999	0.9384999999999999	0.8808	0.9373	0.823877069
WES	121411-3	PCR	121411	0.9942	0.998	0.9948	0.9978	0.9954000000000001	0.9983	0.9956	0.9983	0.977779244	0.8931	0.9456	0.8837999999999999	0.9381999999999999	0.8687	0.9342	0.8855	0.9405	0.821775148
WES	121475-1	PCR	121475	0.9917	0.9834999999999999	0.9911	0.9858	0.9926999999999999	0.9847	0.9931	0.9859	0.955119883	0.8969	0.9048	0.8959999999999999	0.9161	0.8732	0.8970999999999999	0.8908	0.9087999999999999	0.777887952
WES	121475-2	PCR	121475	0.9925	0.9840000000000001	0.9906	0.9831	0.9926999999999999	0.9853000000000001	0.9909	0.986	0.952560918	0.8993000000000001	0.9079	0.8906999999999999	0.9017000000000001	0.8812000000000001	0.9098999999999999	0.8981	0.9016	0.769306444
WES	121475-3	PCR	121475	0.9928	0.9843999999999999	0.9929000000000001	0.9849	0.9932	0.9848	0.9923000000000001	0.9840000000000001	0.956402981	0.9005	0.9203	0.9124	0.9172	0.8718	0.9014	0.8862000000000001	0.8996	0.766183575
WES	121477-1	PCR	121477	0.9964	0.9965	0.9961	0.9967	0.9962000000000001	0.9958	0.9965	0.9972	0.981355052	0.922	0.9597	0.9173	0.9567	0.9196	0.9581999999999999	0.9201	0.9571999999999999	0.819534185
WES	121477-2	PCR	121477	0.9965999999999999	0.9968	0.9961	0.9965999999999999	0.9961	0.9962000000000001	0.9967	0.997	0.980842983	0.9231999999999999	0.9603	0.9145	0.9570000000000001	0.9168999999999999	0.9571999999999999	0.9192	0.9527	0.820617005
WES	121477-3	PCR	121477	0.9965	0.9965	0.9963	0.9969	0.9958	0.9962000000000001	0.9956	0.9969	0.980533299	0.9214	0.958	0.9265000000000001	0.961	0.927	0.9584999999999999	0.9213	0.955	0.829026442
WES	121503-1	PCR	121503	0.9948	0.9923000000000001	0.9947	0.9934999999999999	0.9954999999999999	0.9933	0.995	0.9931	0.973249718	0.91	0.9504	0.9262999999999999	0.9616	0.9144	0.951	0.9133	0.9533	0.786806114
WES	121503-2	PCR	121503	0.9952	0.9942	0.9954000000000001	0.9934000000000001	0.9952	0.9928	0.9948999999999999	0.9931	0.974235498	0.9157	0.9575	0.9153	0.9587	0.9073	0.9499	0.9198000000000001	0.951	0.811310641
WES	121503-3	PCR	121503	0.9958	0.9936	0.9953	0.9934999999999999	0.9947	0.9928	0.9956	0.9934000000000001	0.972964392	0.9257	0.9604	0.9168000000000001	0.9581000000000001	0.9148999999999999	0.9551999999999999	0.9254000000000001	0.9601999999999999	0.805390836
WES	121512-1	PCR	121512	0.9876	0.9904000000000001	0.987	0.9895999999999999	0.9873000000000001	0.9902	0.9856	0.9890000000000001	0.945231214	0.8588	0.9320999999999999	0.8434999999999999	0.9296	0.8548	0.9359999999999999	0.8532	0.9323	0.815327481
WES	121512-2	PCR	121512	0.9873000000000001	0.9898	0.9869	0.9898	0.9869	0.9903	0.9858	0.9887999999999999	0.945689593	0.8476	0.9320999999999999	0.8487	0.9223	0.8511	0.927	0.8469	0.9355	0.808319468
WES	121512-3	PCR	121512	0.9876	0.99	0.9869	0.9898	0.9873000000000001	0.9902	0.9861	0.9887999999999999	0.946001877	0.8590000000000001	0.937	0.8429000000000001	0.9296	0.8634000000000001	0.9377	0.8432999999999999	0.9274	0.791597751
WES	121532-1	PCR	121532	0.9954999999999999	0.9941	0.9953	0.9942	0.9951000000000001	0.995	0.9963	0.9944	0.974215305	0.8315	0.9120999999999999	0.8286	0.9153	0.8434999999999999	0.9209	0.841	0.9189	0.798438609
WES	121532-2	PCR	121532	0.9956	0.9931	0.9952	0.9944	0.9958	0.9945999999999999	0.9954999999999999	0.9937999999999999	0.973290765	0.8417	0.9178000000000001	0.8276	0.9137000000000001	0.843	0.9258	0.833	0.9013	0.795044248
WES	121532-3	PCR	121532	0.9948999999999999	0.9940000000000001	0.9958	0.9937	0.9951000000000001	0.9948	0.9952	0.9942	0.974957225	0.8389	0.9194	0.8286	0.9145	0.8515999999999999	0.9242	0.8409	0.9133	0.812255077
WES	121535-1	PCR	121535	0.9940000000000001	0.9941	0.9947	0.9948999999999999	0.9939	0.9942	0.9956	0.9952	0.973008362	0.9079999999999999	0.9223	0.8989	0.9293	0.8873000000000001	0.9111	0.9056000000000001	0.9238	0.754185209
WES	121535-2	PCR	121535	0.9951000000000001	0.9961	0.9948999999999999	0.9954999999999999	0.9947	0.9956999999999999	0.9948	0.9954000000000001	0.975920974	0.8978	0.9333	0.9046	0.9268000000000001	0.8945000000000001	0.9294	0.8986	0.9299	0.776621214
WES	121535-3	PCR	121535	0.9942	0.9945999999999999	0.995	0.9953	0.9945999999999999	0.9958	0.9948	0.9951000000000001	0.974228184	0.9046	0.9272	0.8967	0.9226000000000001	0.8918	0.9294	0.8961	0.9244	0.77345299
WES	121567-1	PCR	121567	0.856	0.8992	0.8558	0.9	0.855	0.9014	0.8572	0.9014	0.650841819	0.8215	0.8456	0.8195	0.8482	0.8036	0.8388	0.8189	0.843	0.553849528
WES	121567-2	PCR	121567	0.8556999999999999	0.9026000000000001	0.8561	0.8974	0.8549	0.9005	0.8575	0.904	0.650419528	0.831	0.8662000000000001	0.8245	0.8439	0.7975	0.8301000000000001	0.8175	0.8532	0.562597114
WES	121567-3	PCR	121567	0.8552	0.902	0.8556	0.9027	0.8538	0.9053	0.8573000000000001	0.9025	0.653493713	0.8243	0.8551000000000001	0.8219	0.8551000000000001	0.8031	0.8536	0.8187000000000001	0.8477	0.570859608
WES	121596-1	PCR	121596	0.995	0.9951000000000001	0.9948999999999999	0.9948	0.9951000000000001	0.9954000000000001	0.9952	0.9953	0.965892143	0.9106000000000001	0.9359999999999999	0.9158	0.9340999999999999	0.9218999999999999	0.941	0.9255	0.9373999999999999	0.770306098
WES	121596-2	PCR	121596	0.9953	0.9959	0.9948	0.9953	0.9954999999999999	0.996	0.9951000000000001	0.9959	0.969040118	0.9178000000000001	0.9436	0.9143000000000001	0.9381999999999999	0.9205	0.9456	0.9148000000000001	0.9348000000000001	0.780985327
WES	121596-3	PCR	121596	0.9952	0.996	0.9953	0.9953	0.9952	0.9953	0.9952	0.9951000000000001	0.967106548	0.9220999999999999	0.9445	0.9165000000000001	0.9389	0.9177	0.9351999999999999	0.9195	0.9333	0.781531802
WES	122128-1	PCR	122128	0.9876999999999999	0.9903	0.9879000000000001	0.9903	0.9881	0.9903	0.9865999999999999	0.9890000000000001	0.944973087	0.851	0.9345	0.8539	0.9320999999999999	0.8608	0.9377	0.8539	0.9323	0.823450135
WES	122128-2	PCR	122128	0.9882	0.9906	0.9879000000000001	0.9901000000000001	0.9873000000000001	0.9902	0.9863	0.9893000000000001	0.942562698	0.8547	0.9337000000000001	0.8504999999999999	0.9304000000000001	0.8527	0.9319	0.8593999999999999	0.9411	0.818823529
WES	122128-3	PCR	122128	0.9883	0.9903	0.9883	0.9903	0.9884000000000001	0.9904000000000001	0.9865	0.9884000000000001	0.943300701	0.8497	0.9296	0.8604	0.9345	0.8681	0.9401	0.8595999999999999	0.9323	0.792049934
WES	122334-1	PCR	122334	0.9954000000000001	0.9951000000000001	0.9952	0.9947	0.9948999999999999	0.9942	0.995	0.9951000000000001	0.977138255	0.925	0.9754999999999999	0.9301999999999999	0.9734	0.9303	0.9788	0.9364	0.9736	0.897939156
WES	122334-2	PCR	122334	0.9956	0.9951000000000001	0.9954999999999999	0.995	0.9947	0.9940000000000001	0.9952	0.9945	0.976842236	0.9301	0.9714	0.9373999999999999	0.9714	0.9375	0.9745	0.92	0.9675	0.893743793
WES	122334-3	PCR	122334	0.9952	0.9945	0.996	0.9951000000000001	0.9951000000000001	0.9940000000000001	0.9947	0.995	0.977353808	0.9301999999999999	0.9734	0.9319	0.9714	0.9394	0.9745	0.9346	0.9736	0.915662651
WES	122343-1	PCR	122343	0.9962000000000001	0.9956999999999999	0.9959	0.9972	0.9959	0.9965	0.9968	0.9968	0.971587365	0.9454	0.963	0.9444	0.9656999999999999	0.9414	0.9651000000000001	0.9420000000000001	0.9594	0.830942749
WES	122343-2	PCR	122343	0.9963	0.9971	0.9965999999999999	0.9968	0.9965999999999999	0.997	0.9972	0.9963	0.970788043	0.941	0.9645	0.9420000000000001	0.9628	0.9422	0.9649	0.9451999999999999	0.9606999999999999	0.82404224
WES	122343-3	PCR	122343	0.9967	0.9971	0.9965	0.9974	0.9963	0.9968	0.9968	0.9971	0.971105963	0.9481	0.9672	0.9429000000000001	0.9659	0.9411	0.9605	0.9405	0.9619	0.820562797
WES	126176-1	PCR	126176	0.987	0.9903	0.9873000000000001	0.9898	0.9867	0.99	0.9856	0.9890000000000001	0.948332890702	0.855	0.9312999999999999	0.8656	0.9337000000000001	0.8540000000000001	0.9344	0.8452	0.9323	0.799206086669
WES	126176-2	PCR	126176	0.9873000000000001	0.9902	0.9872	0.99	0.9864	0.9899	0.9854	0.9889	0.946329932219	0.8367	0.9337000000000001	0.855	0.9362	0.8564	0.9336	0.8479000000000001	0.9298000000000001	0.762392069076
WES	126176-3	PCR	126176	0.9869	0.9902	0.9872	0.9898	0.9862000000000001	0.9899	0.9856999999999999	0.9890000000000001	0.945339248686	0.8479000000000001	0.9345	0.8471	0.9329000000000001	0.8540000000000001	0.9384999999999999	0.8576999999999999	0.9419	0.794370860927
WES	130008-6-1	PCR	130008-6	0.9867	0.9131999999999999	0.9845999999999999	0.9127	0.987	0.9042	0.9832	0.8961	0.860208116	0.8109000000000001	0.727	0.8066	0.7217	0.8072	0.7204999999999999	0.8026000000000001	0.6973	0.577586207
WES	130008-6-2	PCR	130008-6	0.9858	0.9148999999999999	0.9858	0.9131999999999999	0.9851000000000001	0.9033	0.9834999999999999	0.8967	0.855578822	0.8085	0.7295	0.8157	0.7328	0.7958	0.7143999999999999	0.8106	0.7031000000000001	0.591124198
WES	130008-6-3	PCR	130008-6	0.9864	0.9139	0.9851000000000001	0.9129999999999999	0.9841	0.9035	0.9828	0.8967	0.859923987	0.8116	0.73	0.8210999999999999	0.7336	0.7990999999999999	0.7147	0.8133	0.7062	0.583529171
WES	130207-1	PCR	130207	0.9859	0.9137000000000001	0.9865	0.9115000000000001	0.9869	0.9039	0.9837	0.8969	0.867629179	0.8167	0.7267	0.8111	0.7173	0.7958	0.7161	0.8058	0.6975	0.597225142
WES	130207-2	PCR	130207	0.9865999999999999	0.9128000000000001	0.9872	0.9114	0.987	0.9045000000000001	0.9841	0.8939	0.873376237	0.8055	0.7237	0.8062	0.7154	0.7979	0.7112999999999999	0.8106	0.6896	0.581201044
WES	130207-3	PCR	130207	0.9856999999999999	0.9136	0.9859	0.9109	0.987	0.9037000000000001	0.9839	0.8935	0.874052161	0.8155	0.7251000000000001	0.8101	0.7159	0.7976000000000001	0.7071	0.8197	0.6849	0.596216216
WES	301152-1	PCR-free	301152	0.9936	0.9931	0.9928	0.9911	0.9934999999999999	0.9918	0.9937	0.9931	0.969266532	0.8905	0.9344	0.8905	0.9335	0.8862000000000001	0.9340999999999999	0.8889	0.932	0.770299865
WES	301152-2	PCR-free	301152	0.9941	0.9924	0.9934999999999999	0.9922	0.9934000000000001	0.9924	0.9939	0.9926999999999999	0.970386834	0.8955	0.9384999999999999	0.887	0.9337000000000001	0.8843000000000001	0.9288	0.8848	0.9297	0.766997644
WES	301152-3	PCR-free	301152	0.9939	0.9937	0.9941	0.9944	0.9934000000000001	0.991	0.9937	0.9937	0.970758737	0.8898	0.9356	0.8989	0.9393	0.8808	0.9273	0.8858	0.9329999999999999	0.780961957
WES	301157-1	PCR	301157	0.9945	0.9911	0.9945	0.9913	0.9945	0.9904999999999999	0.9945999999999999	0.9897	0.977873104	0.9445	0.9556999999999999	0.9462999999999999	0.9591	0.9348000000000001	0.9523999999999999	0.9315000000000001	0.945	0.870848708
WES	301157-2	PCR	301157	0.9948999999999999	0.9915999999999999	0.9947	0.9911	0.9948	0.99	0.9945999999999999	0.9904000000000001	0.978344165	0.9376000000000001	0.9540000000000001	0.9456	0.9562999999999999	0.9251	0.9472	0.9285	0.9456	0.862374821
WES	301157-3	PCR	301157	0.9948	0.9911	0.9944	0.9911	0.9943000000000001	0.9894	0.9951000000000001	0.9901000000000001	0.976403541	0.9390999999999999	0.9534	0.9462999999999999	0.9586	0.9287000000000001	0.9472	0.9279000000000001	0.9439	0.868866571
WES	302073-1	PCR	302073	0.9928	0.9924	0.9934000000000001	0.9934000000000001	0.9943000000000001	0.9941	0.9940000000000001	0.9926999999999999	0.964490711751	0.9259000000000001	0.9369	0.9251	0.9379000000000001	0.9098999999999999	0.9311	0.9067000000000001	0.9220999999999999	0.799704724409
WES	302073-2	PCR	302073	0.9939	0.9921	0.993	0.9937999999999999	0.9944	0.9940000000000001	0.9940000000000001	0.9933	0.966933736984	0.9325	0.9348000000000001	0.9409000000000001	0.9462	0.9220999999999999	0.9331999999999999	0.9201999999999999	0.9323999999999999	0.812285012285
WES	302073-3	PCR	302073	0.9945999999999999	0.9937	0.9942	0.9945999999999999	0.9931	0.993	0.9933	0.9933	0.965150804813	0.9393	0.9534	0.92	0.9440999999999999	0.9295	0.9258	0.9083	0.9179999999999999	0.793188548865
WES	302087-1	PCR	302087	0.9932	0.998	0.9926999999999999	0.9979	0.9939	0.9982	0.9936	0.9981	0.975306443	0.9538	0.9790000000000001	0.9403	0.9775	0.9306	0.9627	0.9549	0.9759	0.845080251
WES	302087-2	PCR	302087	0.9941	0.9971	0.9928	0.9982	0.9943000000000001	0.9979	0.9936	0.9979	0.974088804	0.9481	0.973	0.9387000000000001	0.973	0.9334	0.9658	0.9494	0.9759	0.824524313
